"value","description","date","geography","sex","age","source_file"
62316,"count of days delayed",2025-05-01,"wales","persons","all ages","pathway_of_care_delays.csv"
63890,"count of days delayed",2025-04-01,"wales","persons","all ages","pathway_of_care_delays.csv"
67648,"count of days delayed",2025-03-01,"wales","persons","all ages","pathway_of_care_delays.csv"
69888,"count of days delayed",2025-02-01,"wales","persons","all ages","pathway_of_care_delays.csv"
70133,"count of days delayed",2025-01-01,"wales","persons","all ages","pathway_of_care_delays.csv"
69419,"count of days delayed",2024-12-01,"wales","persons","all ages","pathway_of_care_delays.csv"
70870,"count of days delayed",2024-11-01,"wales","persons","all ages","pathway_of_care_delays.csv"
76450,"count of days delayed",2024-10-01,"wales","persons","all ages","pathway_of_care_delays.csv"
78345,"count of days delayed",2024-09-01,"wales","persons","all ages","pathway_of_care_delays.csv"
79879,"count of days delayed",2024-08-01,"wales","persons","all ages","pathway_of_care_delays.csv"
75762,"count of days delayed",2024-07-01,"wales","persons","all ages","pathway_of_care_delays.csv"
80859,"count of days delayed",2024-06-01,"wales","persons","all ages","pathway_of_care_delays.csv"
78845,"count of days delayed",2024-05-01,"wales","persons","all ages","pathway_of_care_delays.csv"
79328,"count of days delayed",2024-04-01,"wales","persons","all ages","pathway_of_care_delays.csv"
76752,"count of days delayed",2024-03-01,"wales","persons","all ages","pathway_of_care_delays.csv"
71620,"count of days delayed",2024-02-01,"wales","persons","all ages","pathway_of_care_delays.csv"
70355,"count of days delayed",2024-01-01,"wales","persons","all ages","pathway_of_care_delays.csv"
68505,"count of days delayed",2023-12-01,"wales","persons","all ages","pathway_of_care_delays.csv"
75318,"count of days delayed",2023-11-01,"wales","persons","all ages","pathway_of_care_delays.csv"
74323,"count of days delayed",2023-10-01,"wales","persons","all ages","pathway_of_care_delays.csv"
72609,"count of days delayed",2023-09-01,"wales","persons","all ages","pathway_of_care_delays.csv"
72454,"count of days delayed",2023-08-01,"wales","persons","all ages","pathway_of_care_delays.csv"
72806,"count of days delayed",2023-07-01,"wales","persons","all ages","pathway_of_care_delays.csv"
85218,"count of days delayed",2023-06-01,"wales","persons","all ages","pathway_of_care_delays.csv"
87725,"count of days delayed",2023-05-01,"wales","persons","all ages","pathway_of_care_delays.csv"
95375,"count of days delayed",2023-04-01,"wales","persons","all ages","pathway_of_care_delays.csv"
2015,"patients starting treatment",2025-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2009,"patients starting treatment",2025-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2137,"patients starting treatment",2025-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2266,"patients starting treatment",2025-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1883,"patients starting treatment",2025-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2438,"patients starting treatment",2025-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2029,"patients starting treatment",2025-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2101,"patients starting treatment",2025-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2051,"patients starting treatment",2025-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1995,"patients starting treatment",2025-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1918,"patients starting treatment",2025-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2047,"patients starting treatment",2025-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1811,"patients starting treatment",2024-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1913,"patients starting treatment",2024-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2150,"patients starting treatment",2024-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1915,"patients starting treatment",2024-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1830,"patients starting treatment",2024-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2201,"patients starting treatment",2024-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1882,"patients starting treatment",2024-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1931,"patients starting treatment",2024-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1900,"patients starting treatment",2024-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1656,"patients starting treatment",2024-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1815,"patients starting treatment",2024-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1967,"patients starting treatment",2024-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1642,"patients starting treatment",2023-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2036,"patients starting treatment",2023-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2080,"patients starting treatment",2023-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1785,"patients starting treatment",2023-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1882,"patients starting treatment",2023-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1926,"patients starting treatment",2023-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
2001,"patients starting treatment",2023-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1846,"patients starting treatment",2023-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1640,"patients starting treatment",2023-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1906,"patients starting treatment",2023-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1675,"patients starting treatment",2023-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1878,"patients starting treatment",2023-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1636,"patients starting treatment",2022-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1892,"patients starting treatment",2022-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1840,"patients starting treatment",2022-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1784,"patients starting treatment",2022-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1858,"patients starting treatment",2022-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1741,"patients starting treatment",2022-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1748,"patients starting treatment",2022-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1760,"patients starting treatment",2022-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1512,"patients starting treatment",2022-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1846,"patients starting treatment",2022-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1607,"patients starting treatment",2022-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1577,"patients starting treatment",2022-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1630,"patients starting treatment",2021-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1894,"patients starting treatment",2021-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1687,"patients starting treatment",2021-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1700,"patients starting treatment",2021-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1624,"patients starting treatment",2021-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1725,"patients starting treatment",2021-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1734,"patients starting treatment",2021-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1607,"patients starting treatment",2021-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1533,"patients starting treatment",2021-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1762,"patients starting treatment",2021-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1433,"patients starting treatment",2021-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1496,"patients starting treatment",2021-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1425,"patients starting treatment",2020-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
